-a	-M/REM
-ur-ōr-s-i	-PFV-2SG-3SG-PRES
-ur-ōs-m-i	-PFV-3SG-1SG-PRES
-ur-ōs-r-i	-PFV-3SG-2SG-PRES
-ur-ōs-s-i	-PFV-3SG-3SG-PRES
-ur-ōm-man-i	-PFV-1SG-1PL-PRES
-ur-ōm-ran-i	-PFV-1SG-2PL-PRES
-ur-ōm-san-i	-PFV-1SG-3PL-PRES
-ur-ōr-man-i	-PFV-2SG-1PL-PRES
-ur-ōr-ran-i	-PFV-2SG-1PL-PRES
-ur-ōr-san-i	-PFV-2SG-3PL-PRES
-ur-ōs-man-i	-PFV-3SG-1PL-PRES
-ur-ōs-ran-i	-PFV-3SG-2PL-PRES
-ur-ōs-san-i	-PFV-3SG-3PL-PRES
-ur-ōm-r-a	-PFV-1SG-2SG-REM
-ur-ōm-s-a	-PFV-1SG-3SG-REM
-ur-ōr-m-a	-PFV-2SG-1SG-REM
-ur-ōr-s-a	-PFV-2SG-3SG-REM
-ur-ōs-m-a	-PFV-3SG-1SG-REM
-ur-ōs-r-a	-PFV-3SG-2SG-REM
-ur-ōs-s-a	-PFV-3SG-3SG-REM
-ur-ōm-man-a	-PFV-1SG-1PL-REM
-ur-ōm-ran-a	-PFV-1SG-2PL-REM
-ur-ōm-san-a	-PFV-1SG-3PL-REM
-ur-ōr-man-a	-PFV-2SG-1PL-REM
-ur-ōr-ran-a	-PFV-2SG-1PL-REM
-ur-ōr-san-a	-PFV-2SG-3PL-REM
-ur-ōs-man-a	-PFV-3SG-1PL-REM
-ur-ōs-ran-a	-PFV-3SG-2PL-REM
-ur-ōs-san-a	-PFV-3SG-3PL-REM
t-ōm-ur	give.PFV-1SG-2SG
t-ōs-ur	give.PFV-3SG-2SG
ē-r-ōm-ur	come-PFV-1SG-2SG
ē-r-ōs-ur	come-PFV-3SG-2SG
ga-r-ōm-ur	go-PFV-1SG-2SG
ga-r-ōs-ur	go-PFV-3SG-2SG
fakkurhō-	think-	v	Ar.
fikkurō-	think-	v	Ar.
kōmur	coal	n	Turk.
-ŭm-ur	-1SG-2SG
-ŭr-ur	-3SG-2SG
-ŭn-ur	-1PL-2SG
-ŭs-ur	-2PL-2SG
-ŭd-ur	-3PL-2SG
-ŭm-ur-a	-1SG-2SG-REM
-d-ŭm-ur	-PFV-1SG-2SG
-d-ŭs-ur	-PFV-3SG-2SG
-id-ŭm-ur	-PFV-1SG-2SG
-id-ŭs-ur	-PFV-3SG-2SG
-urd-ŭm	-PFV-1SG
-urd-ŭr	-PFV-2SG
-urd-ŭm-i	-PFV-1SG-PRES
-urd-ŭr-i	-PFV-2SG-PRES
-urd-ŭm-a	-PFV-1SG-REM
-urd-ŭr-a	-PFV-2SG-REM
-urd-ŭm-ur	-PFV-1SG-2SG
-urd-ŭm-is	-PFV-1SG-3SG
-urd-ŭr-im	-PFV-2SG-1SG
-urd-ŭr-is	-PFV-2SG-3SG
-urd-ŭs-im	-PFV-3SG-1SG
-urd-ŭs-ur	-PFV-3SG-2SG
-urd-ŭs-is	-PFV-3SG-3SG
-urd-ŭm-man	-PFV-1SG-1PL
-urd-ŭm-ran	-PFV-1SG-2PL
-urd-ŭm-san	-PFV-1SG-3PL
-urd-ŭr-man	-PFV-2SG-1PL
-urd-ŭr-ran	-PFV-2SG-1PL
-urd-ŭr-san	-PFV-2SG-3PL
-urd-ŭs-man	-PFV-3SG-1PL
-urd-ŭs-ran	-PFV-3SG-2PL
-urd-ŭs-san	-PFV-3SG-3PL
-urd-ŭm-r-i	-PFV-1SG-2SG-PRES
-urd-ŭm-s-i	-PFV-1SG-3SG-PRES
-urd-ŭr-m-i	-PFV-2SG-1SG-PRES
-urd-ŭr-s-i	-PFV-2SG-3SG-PRES
-urd-ŭs-m-i	-PFV-3SG-1SG-PRES
-urd-ŭs-r-i	-PFV-3SG-2SG-PRES
-urd-ŭs-s-i	-PFV-3SG-3SG-PRES
-urd-ŭm-man-i	-PFV-1SG-1PL-PRES
-urd-ŭm-ran-i	-PFV-1SG-2PL-PRES
-urd-ŭm-san-i	-PFV-1SG-3PL-PRES
-urd-ŭr-man-i	-PFV-2SG-1PL-PRES
-urd-ŭr-ran-i	-PFV-2SG-1PL-PRES
-urd-ŭr-san-i	-PFV-2SG-3PL-PRES
-urd-ŭs-man-i	-PFV-3SG-1PL-PRES
-urd-ŭs-ran-i	-PFV-3SG-2PL-PRES
-urd-ŭs-san-i	-PFV-3SG-3PL-PRES
-urd-ŭm-r-a	-PFV-1SG-2SG-REM
-urd-ŭm-s-a	-PFV-1SG-3SG-REM
-urd-ŭr-m-a	-PFV-2SG-1SG-REM
-urd-ŭr-s-a	-PFV-2SG-3SG-REM
-urd-ŭs-m-a	-PFV-3SG-1SG-REM
-urd-ŭs-r-a	-PFV-3SG-2SG-REM
-urd-ŭs-s-a	-PFV-3SG-3SG-REM
-urd-ŭm-man-a	-PFV-1SG-1PL-REM
-urd-ŭm-ran-a	-PFV-1SG-2PL-REM
-urd-ŭm-san-a	-PFV-1SG-3PL-REM
-urd-ŭr-man-a	-PFV-2SG-1PL-REM
-urd-ŭr-ran-a	-PFV-2SG-1PL-REM
-urd-ŭr-san-a	-PFV-2SG-3PL-REM
-urd-ŭs-man-a	-PFV-3SG-1PL-REM
-urd-ŭs-ran-a	-PFV-3SG-2PL-REM
-urd-ŭs-san-a	-PFV-3SG-3PL-REM
-ind-ŭm-ur	-PFV-1SG-2SG
-ind-ŭs-ur	-PFV-3SG-2SG
-k-ed-ŭm-ur	-VTR-PFV-1SG-2SG
-k-ed-ŭs-ur	-VTR-PFV-3SG-2SG
-naw-id-ŭm-ur	-CAUS-PFV-1SG-2SG
-naw-id-ŭs-ur	-CAUS-PFV-3SG-2SG
-r-ŭm-ur	-PFV-1SG-2SG
-r-ŭs-ur	-PFV-3SG-2SG
-ur-ŭm	-PFV-1SG
-ur-ŭr	-PFV-2SG
-ur-ŭm-i	-PFV-1SG-PRES
-ur-ŭr-i	-PFV-2SG-PRES
-ur-ŭm-a	-PFV-1SG-REM
-ur-ŭr-a	-PFV-2SG-REM
-ur-ŭm-ur	-PFV-1SG-2SG
-ur-ŭm-is	-PFV-1SG-3SG
-ur-ŭr-im	-PFV-2SG-1SG
-ur-ŭr-is	-PFV-2SG-3SG
-ur-ŭs-im	-PFV-3SG-1SG
-ur-ŭs-ur	-PFV-3SG-2SG
-ur-ŭs-is	-PFV-3SG-3SG
-ur-ŭm-man	-PFV-1SG-1PL
-ur-ŭm-ran	-PFV-1SG-2PL
-ur-ŭm-san	-PFV-1SG-3PL
-ur-ŭr-man	-PFV-2SG-1PL
-ur-ŭr-ran	-PFV-2SG-1PL
-ur-ŭr-san	-PFV-2SG-3PL
-ur-ŭs-man	-PFV-3SG-1PL
-ur-ŭs-ran	-PFV-3SG-2PL
-ur-ŭs-san	-PFV-3SG-3PL
-ur-ŭm-r-i	-PFV-1SG-2SG-PRES
-ur-ŭm-s-i	-PFV-1SG-3SG-PRES
-ur-ŭr-m-i	-PFV-2SG-1SG-PRES
-ur-ŭr-s-i	-PFV-2SG-3SG-PRES
-ur-ŭs-m-i	-PFV-3SG-1SG-PRES
-ur-ŭs-r-i	-PFV-3SG-2SG-PRES
-ur-ŭs-s-i	-PFV-3SG-3SG-PRES
-ur-ŭm-man-i	-PFV-1SG-1PL-PRES
-ur-ŭm-ran-i	-PFV-1SG-2PL-PRES
-ur-ŭm-san-i	-PFV-1SG-3PL-PRES
-ur-ŭr-man-i	-PFV-2SG-1PL-PRES
-ur-ŭr-ran-i	-PFV-2SG-1PL-PRES
-ur-ŭr-san-i	-PFV-2SG-3PL-PRES
-ur-ŭs-man-i	-PFV-3SG-1PL-PRES
-ur-ŭs-ran-i	-PFV-3SG-2PL-PRES
-ur-ŭs-san-i	-PFV-3SG-3PL-PRES
-ur-ŭm-r-a	-PFV-1SG-2SG-REM
-ur-ŭm-s-a	-PFV-1SG-3SG-REM
-ur-ŭr-m-a	-PFV-2SG-1SG-REM
-ur-ŭr-s-a	-PFV-2SG-3SG-REM
-ur-ŭs-m-a	-PFV-3SG-1SG-REM
-ur-ŭs-r-a	-PFV-3SG-2SG-REM
-ur-ŭs-s-a	-PFV-3SG-3SG-REM
-ur-ŭm-man-a	-PFV-1SG-1PL-REM
-ur-ŭm-ran-a	-PFV-1SG-2PL-REM
-ur-ŭm-san-a	-PFV-1SG-3PL-REM
-ur-ŭr-man-a	-PFV-2SG-1PL-REM
-ur-ŭr-ran-a	-PFV-2SG-1PL-REM
-ur-ŭr-san-a	-PFV-2SG-3PL-REM
-ur-ŭs-man-a	-PFV-3SG-1PL-REM
-ur-ŭs-ran-a	-PFV-3SG-2PL-REM
-ur-ŭs-san-a	-PFV-3SG-3PL-REM
t-ŭm-ur	give.PFV-1SG-2SG
t-ŭs-ur	give.PFV-3SG-2SG
ē-r-ŭm-ur	come-PFV-1SG-2SG
ē-r-ŭs-ur	come-PFV-3SG-2SG
ga-r-ŭm-ur	go-PFV-1SG-2SG
ga-r-ŭs-ur	go-PFV-3SG-2SG
fakkurhŭ-	think-	v	Ar.
fikkurŭ-	think-	v	Ar.
kŭmur	coal	n	Turk.
džŭwur	woman	n
-ur-tà	-2SG-DAT
-ur-mà	-2SG-LOC
-ur-kà	-2SG-DAT
-ur-sàn	-2SG-SOC
-àm-ur	-1SG-2SG
-àr-ur	-3SG-2SG
-àn-ur	-1PL-2SG
-às-ur	-2PL-2SG
-àd-ur	-3PL-2SG
-àm-ur-à	-1SG-2SG-REM
-nàw-àm-ur	-CAUS-1SG-2SG
-nàw-àr-ur	-CAUS-3SG-2SG
-nàw-àn-ur	-CAUS-1PL-2SG
-nàw-às-ur	-CAUS-2PL-2SG
-nàw-àd-ur	-CAUS-3PL-2SG
-nàw-àm-ur-à	-CAUS-1SG-2SG-REM
-k-àm-ur	-1SG-2SG
-k-àr-ur	-3SG-2SG
-k-àn-ur	-1PL-2SG
-k-às-ur	-2PL-2SG
-k-àd-ur	-3PL-2SG
-k-àm-ur-à	-1SG-2SG-REM
-om-ur-à	-1SG-2SG-REM
de-m-ur-à	give-1SG-2SG-REM
-urd-à	-PFV-3SG.M
-urd-om-à	-PFV-1SG-REM
-urd-or-à	-PFV-2SG-REM
-urd-ēy-à	-PFV-3SG.M-REM
-urd-īy-à	-PFV-3SG.F-REM
-urd-ēn-à	-PFV-1PL-REM
-urd-ēs-à	-PFV-2PL-REM
-urd-ēd-à	-PFV-3PL-REM
-urd-om-màn	-PFV-1SG-1PL
-urd-om-ràn	-PFV-1SG-2PL
-urd-om-sàn	-PFV-1SG-3PL
-urd-or-màn	-PFV-2SG-1PL
-urd-or-ràn	-PFV-2SG-1PL
-urd-or-sàn	-PFV-2SG-3PL
-urd-os-màn	-PFV-3SG-1PL
-urd-os-ràn	-PFV-3SG-2PL
-urd-os-sàn	-PFV-3SG-3PL
-urd-ēn-màn	-PFV-1PL-1PL
-urd-ēn-ràn	-PFV-1PL-2PL
-urd-ēn-sàn	-PFV-1PL-3PL
-urd-ēs-màn	-PFV-2PL-1PL
-urd-ēs-ràn	-PFV-2PL-2PL
-urd-ēs-sàn	-PFV-2PL-3PL
-urd-ed-màn	-PFV-3PL-1PL
-urd-ed-ràn	-PFV-3PL-2PL
-urd-ed-sàn	-PFV-3PL-3PL
-urd-om-màn-i	-PFV-1SG-1PL-PRES
-urd-om-ràn-i	-PFV-1SG-2PL-PRES
-urd-om-sàn-i	-PFV-1SG-3PL-PRES
-urd-or-màn-i	-PFV-2SG-1PL-PRES
-urd-or-ràn-i	-PFV-2SG-1PL-PRES
-urd-or-sàn-i	-PFV-2SG-3PL-PRES
-urd-os-màn-i	-PFV-3SG-1PL-PRES
-urd-os-ràn-i	-PFV-3SG-2PL-PRES
-urd-os-sàn-i	-PFV-3SG-3PL-PRES
-urd-ēn-màn-i	-PFV-1PL-1PL-PRES
-urd-ēn-ràn-i	-PFV-1PL-2PL-PRES
-urd-ēn-sàn-i	-PFV-1PL-3PL-PRES
-urd-ēs-màn-i	-PFV-2PL-1PL-PRES
-urd-ēs-ràn-i	-PFV-2PL-2PL-PRES
-urd-ēs-sàn-i	-PFV-2PL-3PL-PRES
-urd-ed-màn-i	-PFV-3PL-1PL-PRES
-urd-ed-ràn-i	-PFV-3PL-2PL-PRES
-urd-ed-sàn-i	-PFV-3PL-3PL-PRES
-urd-om-r-à	-PFV-1SG-2SG-REM
-urd-om-s-à	-PFV-1SG-3SG-REM
-urd-or-m-à	-PFV-2SG-1SG-REM
-urd-or-s-à	-PFV-2SG-3SG-REM
-urd-os-m-à	-PFV-3SG-1SG-REM
-urd-os-r-à	-PFV-3SG-2SG-REM
-urd-os-s-à	-PFV-3SG-3SG-REM
-urd-ēn-m-à	-PFV-1PL-1SG-REM
-urd-ēn-r-à	-PFV-1PL-2SG-REM
-urd-ēn-s-à	-PFV-1PL-3SG-REM
-urd-ēs-m-à	-PFV-2PL-1SG-REM
-urd-ēs-r-à	-PFV-2PL-2SG-REM
-urd-ēs-s-à	-PFV-2PL-3SG-REM
-urd-ed-m-à	-PFV-3PL-1SG-REM
-urd-ed-r-à	-PFV-3PL-2SG-REM
-urd-ed-s-à	-PFV-3PL-3SG-REM
-urd-om-màn-à	-PFV-1SG-1PL-REM
-urd-om-ràn-à	-PFV-1SG-2PL-REM
-urd-om-sàn-à	-PFV-1SG-3PL-REM
-urd-or-màn-à	-PFV-2SG-1PL-REM
-urd-or-ràn-à	-PFV-2SG-1PL-REM
-urd-or-sàn-à	-PFV-2SG-3PL-REM
-urd-os-màn-à	-PFV-3SG-1PL-REM
-urd-os-ràn-à	-PFV-3SG-2PL-REM
-urd-os-sàn-à	-PFV-3SG-3PL-REM
-urd-ēn-màn-à	-PFV-1PL-1PL-REM
-urd-ēn-ràn-à	-PFV-1PL-2PL-REM
-urd-ēn-sàn-à	-PFV-1PL-3PL-REM
-urd-ēs-màn-à	-PFV-2PL-1PL-REM
-urd-ēs-ràn-à	-PFV-2PL-2PL-REM
-urd-ēs-sàn-à	-PFV-2PL-3PL-REM
-urd-ed-màn-à	-PFV-3PL-1PL-REM
-urd-ed-ràn-à	-PFV-3PL-2PL-REM
-urd-ed-sàn-à	-PFV-3PL-3PL-REM
-nàw-id-om-ur	-CAUS-PFV-1SG-2SG
-nàw-id-os-ur	-CAUS-PFV-3SG-2SG
-nàw-id-ēn-ur	-CAUS-PFV-1PL-2SG
-nàw-id-ēs-ur	-CAUS-PFV-2PL-2SG
-nàw-id-ēd-ur	-CAUS-PFV-3PL-2SG
-ur-à	-PFV-3SG.M
-ur-om-à	-PFV-1SG-REM
-ur-or-à	-PFV-2SG-REM
-ur-ēy-à	-PFV-3SG.M-REM
-ur-īy-à	-PFV-3SG.F-REM
-ur-ēn-à	-PFV-1PL-REM
-ur-ēs-à	-PFV-2PL-REM
-ur-ēd-à	-PFV-3PL-REM
-ur-om-màn	-PFV-1SG-1PL
-ur-om-ràn	-PFV-1SG-2PL
-ur-om-sàn	-PFV-1SG-3PL
-ur-or-màn	-PFV-2SG-1PL
-ur-or-ràn	-PFV-2SG-1PL
-ur-or-sàn	-PFV-2SG-3PL
-ur-os-màn	-PFV-3SG-1PL
-ur-os-ràn	-PFV-3SG-2PL
-ur-os-sàn	-PFV-3SG-3PL
-ur-ēn-màn	-PFV-1PL-1PL
-ur-ēn-ràn	-PFV-1PL-2PL
-ur-ēn-sàn	-PFV-1PL-3PL
-ur-ēs-màn	-PFV-2PL-1PL
-ur-ēs-ràn	-PFV-2PL-2PL
-ur-ēs-sàn	-PFV-2PL-3PL
-ur-ed-màn	-PFV-3PL-1PL
-ur-ed-ràn	-PFV-3PL-2PL
-ur-ed-sàn	-PFV-3PL-3PL
-ur-om-màn-i	-PFV-1SG-1PL-PRES
-ur-om-ràn-i	-PFV-1SG-2PL-PRES
-ur-om-sàn-i	-PFV-1SG-3PL-PRES
-ur-or-màn-i	-PFV-2SG-1PL-PRES
-ur-or-ràn-i	-PFV-2SG-1PL-PRES
-ur-or-sàn-i	-PFV-2SG-3PL-PRES
-ur-os-màn-i	-PFV-3SG-1PL-PRES
-ur-os-ràn-i	-PFV-3SG-2PL-PRES
-ur-os-sàn-i	-PFV-3SG-3PL-PRES
-ur-ēn-màn-i	-PFV-1PL-1PL-PRES
-ur-ēn-ràn-i	-PFV-1PL-2PL-PRES
-ur-ēn-sàn-i	-PFV-1PL-3PL-PRES
-ur-ēs-màn-i	-PFV-2PL-1PL-PRES
-ur-ēs-ràn-i	-PFV-2PL-2PL-PRES
-ur-ēs-sàn-i	-PFV-2PL-3PL-PRES
-ur-ed-màn-i	-PFV-3PL-1PL-PRES
-ur-ed-ràn-i	-PFV-3PL-2PL-PRES
-ur-ed-sàn-i	-PFV-3PL-3PL-PRES
-ur-om-r-à	-PFV-1SG-2SG-REM
-ur-om-s-à	-PFV-1SG-3SG-REM
-ur-or-m-à	-PFV-2SG-1SG-REM
-ur-or-s-à	-PFV-2SG-3SG-REM
-ur-os-m-à	-PFV-3SG-1SG-REM
-ur-os-r-à	-PFV-3SG-2SG-REM
-ur-os-s-à	-PFV-3SG-3SG-REM
-ur-ēn-m-à	-PFV-1PL-1SG-REM
-ur-ēn-r-à	-PFV-1PL-2SG-REM
-ur-ēn-s-à	-PFV-1PL-3SG-REM
-ur-ēs-m-à	-PFV-2PL-1SG-REM
-ur-ēs-r-à	-PFV-2PL-2SG-REM
-ur-ēs-s-à	-PFV-2PL-3SG-REM
-ur-ed-m-à	-PFV-3PL-1SG-REM
-ur-ed-r-à	-PFV-3PL-2SG-REM
-ur-ed-s-à	-PFV-3PL-3SG-REM
-ur-om-màn-à	-PFV-1SG-1PL-REM
-ur-om-ràn-à	-PFV-1SG-2PL-REM
-ur-om-sàn-à	-PFV-1SG-3PL-REM
-ur-or-màn-à	-PFV-2SG-1PL-REM
-ur-or-ràn-à	-PFV-2SG-1PL-REM
-ur-or-sàn-à	-PFV-2SG-3PL-REM
-ur-os-màn-à	-PFV-3SG-1PL-REM
-ur-os-ràn-à	-PFV-3SG-2PL-REM
-ur-os-sàn-à	-PFV-3SG-3PL-REM
-ur-ēn-màn-à	-PFV-1PL-1PL-REM
-ur-ēn-ràn-à	-PFV-1PL-2PL-REM
-ur-ēn-sàn-à	-PFV-1PL-3PL-REM
-ur-ēs-màn-à	-PFV-2PL-1PL-REM
-ur-ēs-ràn-à	-PFV-2PL-2PL-REM
-ur-ēs-sàn-à	-PFV-2PL-3PL-REM
-ur-ed-màn-à	-PFV-3PL-1PL-REM
-ur-ed-ràn-à	-PFV-3PL-2PL-REM
-ur-ed-sàn-à	-PFV-3PL-3PL-REM
gà-r-om-ur	go-PFV-1SG-2SG
gà-r-os-ur	go-PFV-3SG-2SG
gà-r-gàn-ur	go-PFV-1PL-2SG
gà-r-gàs-ur	go-PFV-2PL-2SG
gà-r-ed-ur	go-PFV-3PL-2SG
àgur	in.front.of	prep
dàbburk-	organise/manage-	v	Ar.
durà	far.away	adj
durgà	long	adj
džàtur	son.in.law	n
fàkkurho-	think-	v	Ar.
ɣàyyurk-	change-	v	Ar.
mànāzur	scenes	n	Ar.
murnà	dead.person	n
sàffurk-	deport-	v	Ar.
sàkkur-	shut-	v	Ar.
sàkkurk-	shut-	v	Ar.
ṣàwwurk-	photograph-	v	Ar.
šàwādur	nylon.covers	n	Ar.
tursàlà	thursty	adj
zàkkuràhr-	remember-	v	Ar.
-ōm-ur-à	-1SG-2SG-REM
-urd-ōm-à	-PFV-1SG-REM
-urd-ōr-à	-PFV-2SG-REM
-urd-ōm-màn	-PFV-1SG-1PL
-urd-ōm-ràn	-PFV-1SG-2PL
-urd-ōm-sàn	-PFV-1SG-3PL
-urd-ōr-màn	-PFV-2SG-1PL
-urd-ōr-ràn	-PFV-2SG-1PL
-urd-ōr-sàn	-PFV-2SG-3PL
-urd-ōs-màn	-PFV-3SG-1PL
-urd-ōs-ràn	-PFV-3SG-2PL
-urd-ōs-sàn	-PFV-3SG-3PL
-urd-ōm-màn-i	-PFV-1SG-1PL-PRES
-urd-ōm-ràn-i	-PFV-1SG-2PL-PRES
-urd-ōm-sàn-i	-PFV-1SG-3PL-PRES
-urd-ōr-màn-i	-PFV-2SG-1PL-PRES
-urd-ōr-ràn-i	-PFV-2SG-1PL-PRES
-urd-ōr-sàn-i	-PFV-2SG-3PL-PRES
-urd-ōs-màn-i	-PFV-3SG-1PL-PRES
-urd-ōs-ràn-i	-PFV-3SG-2PL-PRES
-urd-ōs-sàn-i	-PFV-3SG-3PL-PRES
-urd-ōm-r-à	-PFV-1SG-2SG-REM
-urd-ōm-s-à	-PFV-1SG-3SG-REM
-urd-ōr-m-à	-PFV-2SG-1SG-REM
-urd-ōr-s-à	-PFV-2SG-3SG-REM
-urd-ōs-m-à	-PFV-3SG-1SG-REM
-urd-ōs-r-à	-PFV-3SG-2SG-REM
-urd-ōs-s-à	-PFV-3SG-3SG-REM
-urd-ōm-màn-à	-PFV-1SG-1PL-REM
-urd-ōm-ràn-à	-PFV-1SG-2PL-REM
-urd-ōm-sàn-à	-PFV-1SG-3PL-REM
-urd-ōr-màn-à	-PFV-2SG-1PL-REM
-urd-ōr-ràn-à	-PFV-2SG-1PL-REM
-urd-ōr-sàn-à	-PFV-2SG-3PL-REM
-urd-ōs-màn-à	-PFV-3SG-1PL-REM
-urd-ōs-ràn-à	-PFV-3SG-2PL-REM
-urd-ōs-sàn-à	-PFV-3SG-3PL-REM
-nàw-id-ōm-ur	-CAUS-PFV-1SG-2SG
-nàw-id-ōs-ur	-CAUS-PFV-3SG-2SG
-ur-ōm-à	-PFV-1SG-REM
-ur-ōr-à	-PFV-2SG-REM
-ur-ōm-màn	-PFV-1SG-1PL
-ur-ōm-ràn	-PFV-1SG-2PL
-ur-ōm-sàn	-PFV-1SG-3PL
-ur-ōr-màn	-PFV-2SG-1PL
-ur-ōr-ràn	-PFV-2SG-1PL
-ur-ōr-sàn	-PFV-2SG-3PL
-ur-ōs-màn	-PFV-3SG-1PL
-ur-ōs-ràn	-PFV-3SG-2PL
-ur-ōs-sàn	-PFV-3SG-3PL
-ur-ōm-màn-i	-PFV-1SG-1PL-PRES
-ur-ōm-ràn-i	-PFV-1SG-2PL-PRES
-ur-ōm-sàn-i	-PFV-1SG-3PL-PRES
-ur-ōr-màn-i	-PFV-2SG-1PL-PRES
-ur-ōr-ràn-i	-PFV-2SG-1PL-PRES
-ur-ōr-sàn-i	-PFV-2SG-3PL-PRES
-ur-ōs-màn-i	-PFV-3SG-1PL-PRES
-ur-ōs-ràn-i	-PFV-3SG-2PL-PRES
-ur-ōs-sàn-i	-PFV-3SG-3PL-PRES
-ur-ōm-r-à	-PFV-1SG-2SG-REM
-ur-ōm-s-à	-PFV-1SG-3SG-REM
-ur-ōr-m-à	-PFV-2SG-1SG-REM
-ur-ōr-s-à	-PFV-2SG-3SG-REM
-ur-ōs-m-à	-PFV-3SG-1SG-REM
-ur-ōs-r-à	-PFV-3SG-2SG-REM
-ur-ōs-s-à	-PFV-3SG-3SG-REM
-ur-ōm-màn-à	-PFV-1SG-1PL-REM
-ur-ōm-ràn-à	-PFV-1SG-2PL-REM
-ur-ōm-sàn-à	-PFV-1SG-3PL-REM
-ur-ōr-màn-à	-PFV-2SG-1PL-REM
-ur-ōr-ràn-à	-PFV-2SG-1PL-REM
-ur-ōr-sàn-à	-PFV-2SG-3PL-REM
-ur-ōs-màn-à	-PFV-3SG-1PL-REM
-ur-ōs-ràn-à	-PFV-3SG-2PL-REM
-ur-ōs-sàn-à	-PFV-3SG-3PL-REM
gà-r-ōm-ur	go-PFV-1SG-2SG
gà-r-ōs-ur	go-PFV-3SG-2SG
fàkkurhō-	think-	v	Ar.
-ŭm-ur-à	-1SG-2SG-REM
-urd-ŭm-à	-PFV-1SG-REM
-urd-ŭr-à	-PFV-2SG-REM
-urd-ŭm-màn	-PFV-1SG-1PL
-urd-ŭm-ràn	-PFV-1SG-2PL
-urd-ŭm-sàn	-PFV-1SG-3PL
-urd-ŭr-màn	-PFV-2SG-1PL
-urd-ŭr-ràn	-PFV-2SG-1PL
-urd-ŭr-sàn	-PFV-2SG-3PL
-urd-ŭs-màn	-PFV-3SG-1PL
-urd-ŭs-ràn	-PFV-3SG-2PL
-urd-ŭs-sàn	-PFV-3SG-3PL
-urd-ŭm-màn-i	-PFV-1SG-1PL-PRES
-urd-ŭm-ràn-i	-PFV-1SG-2PL-PRES
-urd-ŭm-sàn-i	-PFV-1SG-3PL-PRES
-urd-ŭr-màn-i	-PFV-2SG-1PL-PRES
-urd-ŭr-ràn-i	-PFV-2SG-1PL-PRES
-urd-ŭr-sàn-i	-PFV-2SG-3PL-PRES
-urd-ŭs-màn-i	-PFV-3SG-1PL-PRES
-urd-ŭs-ràn-i	-PFV-3SG-2PL-PRES
-urd-ŭs-sàn-i	-PFV-3SG-3PL-PRES
-urd-ŭm-r-à	-PFV-1SG-2SG-REM
-urd-ŭm-s-à	-PFV-1SG-3SG-REM
-urd-ŭr-m-à	-PFV-2SG-1SG-REM
-urd-ŭr-s-à	-PFV-2SG-3SG-REM
-urd-ŭs-m-à	-PFV-3SG-1SG-REM
-urd-ŭs-r-à	-PFV-3SG-2SG-REM
-urd-ŭs-s-à	-PFV-3SG-3SG-REM
-urd-ŭm-màn-à	-PFV-1SG-1PL-REM
-urd-ŭm-ràn-à	-PFV-1SG-2PL-REM
-urd-ŭm-sàn-à	-PFV-1SG-3PL-REM
-urd-ŭr-màn-à	-PFV-2SG-1PL-REM
-urd-ŭr-ràn-à	-PFV-2SG-1PL-REM
-urd-ŭr-sàn-à	-PFV-2SG-3PL-REM
-urd-ŭs-màn-à	-PFV-3SG-1PL-REM
-urd-ŭs-ràn-à	-PFV-3SG-2PL-REM
-urd-ŭs-sàn-à	-PFV-3SG-3PL-REM
-nàw-id-ŭm-ur	-CAUS-PFV-1SG-2SG
-nàw-id-ŭs-ur	-CAUS-PFV-3SG-2SG
-ur-ŭm-à	-PFV-1SG-REM
-ur-ŭr-à	-PFV-2SG-REM
-ur-ŭm-màn	-PFV-1SG-1PL
-ur-ŭm-ràn	-PFV-1SG-2PL
-ur-ŭm-sàn	-PFV-1SG-3PL
-ur-ŭr-màn	-PFV-2SG-1PL
-ur-ŭr-ràn	-PFV-2SG-1PL
-ur-ŭr-sàn	-PFV-2SG-3PL
-ur-ŭs-màn	-PFV-3SG-1PL
-ur-ŭs-ràn	-PFV-3SG-2PL
-ur-ŭs-sàn	-PFV-3SG-3PL
-ur-ŭm-màn-i	-PFV-1SG-1PL-PRES
-ur-ŭm-ràn-i	-PFV-1SG-2PL-PRES
-ur-ŭm-sàn-i	-PFV-1SG-3PL-PRES
-ur-ŭr-màn-i	-PFV-2SG-1PL-PRES
-ur-ŭr-ràn-i	-PFV-2SG-1PL-PRES
-ur-ŭr-sàn-i	-PFV-2SG-3PL-PRES
-ur-ŭs-màn-i	-PFV-3SG-1PL-PRES
-ur-ŭs-ràn-i	-PFV-3SG-2PL-PRES
-ur-ŭs-sàn-i	-PFV-3SG-3PL-PRES
-ur-ŭm-r-à	-PFV-1SG-2SG-REM
-ur-ŭm-s-à	-PFV-1SG-3SG-REM
-ur-ŭr-m-à	-PFV-2SG-1SG-REM
-ur-ŭr-s-à	-PFV-2SG-3SG-REM
-ur-ŭs-m-à	-PFV-3SG-1SG-REM
-ur-ŭs-r-à	-PFV-3SG-2SG-REM
-ur-ŭs-s-à	-PFV-3SG-3SG-REM
-ur-ŭm-màn-à	-PFV-1SG-1PL-REM
-ur-ŭm-ràn-à	-PFV-1SG-2PL-REM
-ur-ŭm-sàn-à	-PFV-1SG-3PL-REM
-ur-ŭr-màn-à	-PFV-2SG-1PL-REM
